age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary
27, Private,98756, Bachelors,13,Single, Prof-specialty, Not-in-family, White, Female,No gains,No losses,38,US,<=50K
43, Private,214780, Some-college,10,Single, Machine-op-inspct, Unmarried, Black, Male,No gains,No losses,40,US,<=50K
22, Private,45211, Assoc-acdm,12,Single, Other-service, Own-child, White, Female,No gains,No losses,20,US,<=50K
53, Self-emp-not-inc,310099, 9th,9,Couple, Farming-fishing, Husband, White, Male,No gains,No losses,50,US,<=50K
35, State-gov,157432, Prof-school,15,Couple, Prof-specialty, Wife, Asian-Pac-Islander, Female,No gains,No losses,40,US,>50K
32, Private,68923, HS-grad,9,Single, Sales, Not-in-family, White, Male,Had gains,No losses,60,US,>50K
48, Private,275491, Bachelors,13,Couple, Exec-managerial, Husband, White, Male,No gains,No losses,55,US,>50K
38, Private,134567, Some-college,10,Single, Adm-clerical, Unmarried, Black, Female,No gains,No losses,35,Non-US,<=50K
20, Private,201234, Assoc-voc,11,Single, Handlers-cleaners, Own-child, White, Male,No gains,No losses,30,US,<=50K
62, Private,298765, 7th-8th,8,Couple, Transport-moving, Husband, White, Male,No gains,Had losses,40,US,<=50K
42, Private,54321, Masters,14,Couple, Exec-managerial, Wife, White, Female,No gains,No losses,48,US,>50K
30, Local-gov,176890, 11th,11,Single, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,No gains,No losses,25,US,<=50K
50, Self-emp-inc,225678, Bachelors,13,Couple, Prof-specialty, Husband, White, Male,Had gains,No losses,50,US,>50K
28, Private,124356, HS-grad,9,Single, Adm-clerical, Unmarried, Black, Female,No gains,No losses,42,US,<=50K
46, Federal-gov,354678, Prof-school,15,Couple, Exec-managerial, Husband, White, Male,No gains,No losses,42,US,>50K
55, Private,78901, Some-college,10,Single, Craft-repair, Not-in-family, White, Male,No gains,No losses,55,US,>50K
37, State-gov,145678, Assoc-acdm,12,Couple, Adm-clerical, Wife, White, Female,No gains,No losses,38,US,<=50K
41, Private,223344, Masters,14,Couple, Prof-specialty, Husband, White, Male,No gains,No losses,48,US,>50K
19, Private,99765, HS-grad,9,Single, Other-service, Own-child, White, Female,No gains,No losses,20,US,<=50K
35, Private,120000, HS-grad,9,Couple, Craft-repair, Husband, White, Male,No gains,No losses,40,US,<=50K
28, Private,250000, Bachelors,13,Single, Prof-specialty, Not-in-family, White, Female,No gains,No losses,50,US,>50K
32, State-gov,180000, Some-college,10,Couple, Adm-clerical, Wife, White, Female,No gains,No losses,35,US,<=50K
45, Self-emp-inc,90000, Prof-school,15,Couple, Exec-managerial, Husband, Black, Male,Had gains,No losses,55,US,>50K
19, Private,320000, 11th,11,Single, Other-service, Own-child, White, Male,No gains,No losses,20,US,<=50K
30, Private,145000, Assoc-acdm,12,Single, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,No gains,No losses,40,Non-US,<=50K
38, Private,220000, Masters,14,Couple, Sales, Wife, White, Female,No gains,Had losses,45,US,>50K
52, Local-gov,78000, 7th-8th,7,Couple, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,No gains,No losses,30,US,<=50K
42, Private,310000, Bachelors,13,Single, Exec-managerial, Not-in-family, White, Male,No gains,No losses,60,US,>50K
25, Private,165000, HS-grad,9,Single, Adm-clerical, Not-in-family, Black, Female,No gains,No losses,38,US,<=50K
48, Self-emp-not-inc,197000, Some-college,10,Couple, Craft-repair, Husband, White, Male,Had gains,No losses,50,US,>50K
17, Private,135000, 9th,9,Single, Handlers-cleaners, Own-child, White, Female,No gains,No losses,15,US,<=50K
55, Private,280000, Prof-school,15,Couple, Prof-specialty, Husband, White, Male,No gains,No losses,40,Non-US,>50K
33, Local-gov,105000, Assoc-voc,11,Single, Transport-moving, Unmarried, White, Male,No gains,Had losses,42,US,<=50K
40, Private,240000, Bachelors,13,Couple, Exec-managerial, Wife, White, Female,No gains,No losses,50,US,>50K
22, Private,65000, Some-college,10,Single, Other-service, Not-in-family, Black, Female,No gains,No losses,25,US,<=50K
50, Federal-gov,175000, Masters,14,Couple, Prof-specialty, Husband, Asian-Pac-Islander, Male,Had gains,No losses,48,US,>50K
60, State-gov,130000, HS-grad,9,Couple, Handlers-cleaners, Husband, White, Male,No gains,No losses,35,US,<=50K
34, Private,123456, Some-college,10,Single, Sales, Not-in-family, White, Male,No gains,No losses,38,US,<=50K
42, Private,234567, Bachelors,13,Couple, Exec-managerial, Husband, White, Male,No gains,No losses,50,US,>50K
52, State-gov,345678, HS-grad,9,Single, Adm-clerical, Unmarried, Black, Female,No gains,No losses,40,US,<=50K
38, Private,456789, Prof-school,15,Couple, Prof-specialty, Wife, White, Female,Had gains,No losses,55,US,>50K
18, Private,567890, 9th,5,Single, Other-service, Own-child, White, Male,No gains,No losses,16,US,<=50K
29, Private,678901, Assoc-acdm,12,Single, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,No gains,No losses,45,Non-US,<=50K
48, Self-emp-inc,789012, Masters,14,Couple, Exec-managerial, Husband, White, Male,No gains,Had losses,60,US,>50K
35, Private,890123, Some-college,10,Couple, Craft-repair, Wife, White, Female,No gains,No losses,40,US,<=50K
27, Local-gov,901234, Bachelors,13,Single, Prof-specialty, Not-in-family, Black, Female,No gains,No losses,35,US,<=50K
55, Private,112233, HS-grad,9,Couple, Transport-moving, Husband, White, Male,No gains,No losses,48,US,>50K
33, Private,223344, Prof-school,15,Single, Prof-specialty, Unmarried, White, Male,Had gains,No losses,50,US,>50K
17, Private,334455, 7th-8th,4,Single, Handlers-cleaners, Own-child, White, Female,No gains,No losses,20,US,<=50K
41, Private,445566, Assoc-voc,11,Couple, Adm-clerical, Wife, White, Female,No gains,No losses,38,US,<=50K
39, Self-emp-not-inc,556677, Bachelors,13,Couple, Sales, Husband, Asian-Pac-Islander, Male,No gains,Had losses,45,Non-US,>50K
25, Private,667788, Some-college,10,Single, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,No gains,No losses,40,US,<=50K
50, Federal-gov,778899, Masters,14,Couple, Exec-managerial, Husband, White, Male,No gains,No losses,40,US,>50K
22, Private,889900, 11th,7,Single, Machine-op-inspct, Unmarried, Black, Male,No gains,No losses,35,US,<=50K
46, Self-emp-not-inc,990011, HS-grad,9,Couple, Craft-repair, Wife, White, Female,No gains,No losses,30,US,<=50K
44, Private,100200, Bachelors,13,Couple, Sales, Husband, White, Male,Had gains,No losses,55,US,>50K
20, Private,200300, Some-college,10,Single, Handlers-cleaners, Own-child, White, Male,No gains,Had losses,40,US,<=50K
35, Private,123456, HS-grad,9,Couple, Craft-repair, Husband, White, Male,No gains,No losses,40,US,<=50K
30, Private,234567, Bachelors,13,Couple, Exec-managerial, Wife, White, Female,No gains,No losses,45,US,>50K
50, Self-emp-inc,345678, Some-college,10,Couple, Exec-managerial, Husband, Black, Male,Had gains,No losses,50,US,>50K
25, Private,456789, Assoc-acdm,12,Single, Adm-clerical, Not-in-family, White, Female,No gains,No losses,35,US,<=50K
45, State-gov,567890, Prof-school,15,Couple, Prof-specialty, Husband, Asian-Pac-Islander, Male,No gains,No losses,60,Non-US,>50K
35, Private,678901, Masters,14,Single, Prof-specialty, Unmarried, White, Male,No gains,No losses,40,US,>50K
55, Private,789012, HS-grad,9,Single, Other-service, Not-in-family, Black, Female,No gains,No losses,20,US,<=50K
19, Private,890123, 11th,7,Single, Handlers-cleaners, Own-child, White, Male,No gains,No losses,30,US,<=50K
28, Private,901234, 9th,5,Single, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,No gains,No losses,40,US,<=50K
42, Private,112233, Some-college,10,Couple, Craft-repair, Husband, White, Male,Had gains,No losses,55,US,>50K
38, Federal-gov,223344, Bachelors,13,Couple, Exec-managerial, Wife, White, Female,No gains,No losses,40,US,>50K
32, Private,334455, Assoc-voc,11,Single, Sales, Not-in-family, Black, Male,No gains,No losses,45,US,<=50K
60, Self-emp-not-inc,445566, HS-grad,9,Couple, Farming-fishing, Husband, White, Male,No gains,Had losses,50,US,<=50K
29, Private,556677, Masters,14,Single, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,No gains,No losses,40,Non-US,>50K
23, Private,667788, Some-college,10,Single, Machine-op-inspct, Unmarried, White, Male,No gains,No losses,35,US,<=50K
48, Private,778899, Bachelors,13,Couple, Exec-managerial, Husband, Black, Male,No gains,No losses,45,US,>50K
36, Private,889900, Some-college,10,Couple, Adm-clerical, Wife, White, Female,Had gains,No losses,40,US,>50K
52, Private,990011, 7th-8th,4,Couple, Transport-moving, Husband, Other, Male,No gains,No losses,40,US,<=50K
55, Self-emp-inc,100100, Prof-school,15,Couple, Prof-specialty, Husband, White, Male,No gains,Had losses,60,US,>50K
18, Private,200200, HS-grad,9,Single, Other-service, Own-child, White, Female,No gains,No losses,20,US,<=50K
34, Private,112233, HS-grad,9,Couple, Craft-repair, Husband, White, Male,No gains,No losses,40,US,<=50K
28, Private,445566, Bachelors,13,Single, Sales, Not-in-family, White, Female,No gains,No losses,50,US,<=50K
