age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary
27, Private,98756, Bachelors,13,Single, Prof-specialty, Not-in-family, White, Female,No gains,No losses,38,US,<=50K
43, Private,214780, Some-college,10,Single, Machine-op-inspct, Unmarried, Black, Male,No gains,No losses,40,US,<=50K
22, Private,45211, Assoc-acdm,12,Single, Other-service, Own-child, White, Female,No gains,No losses,20,US,<=50K
53, Self-emp-not-inc,310099, 9th,9,Couple, Farming-fishing, Husband, White, Male,No gains,No losses,50,US,<=50K
35, State-gov,157432, Prof-school,15,Couple, Prof-specialty, Wife, Asian-Pac-Islander, Female,No gains,No losses,40,US,>50K
32, Private,68923, HS-grad,9,Single, Sales, Not-in-family, White, Male,Had gains,No losses,60,US,>50K
48, Private,275491, Bachelors,13,Couple, Exec-managerial, Husband, White, Male,No gains,No losses,55,US,>50K
38, Private,134567, Some-college,10,Single, Adm-clerical, Unmarried, Black, Female,No gains,No losses,35,Non-US,<=50K
20, Private,201234, Assoc-voc,11,Single, Handlers-cleaners, Own-child, White, Male,No gains,No losses,30,US,<=50K
62, Private,298765, 7th-8th,8,Couple, Transport-moving, Husband, White, Male,No gains,Had losses,40,US,<=50K
42, Private,54321, Masters,14,Couple, Exec-managerial, Wife, White, Female,No gains,No losses,48,US,>50K
30, Local-gov,176890, 11th,11,Single, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,No gains,No losses,25,US,<=50K
50, Self-emp-inc,225678, Bachelors,13,Couple, Prof-specialty, Husband, White, Male,Had gains,No losses,50,US,>50K
28, Private,124356, HS-grad,9,Single, Adm-clerical, Unmarried, Black, Female,No gains,No losses,42,US,<=50K
46, Federal-gov,354678, Prof-school,15,Couple, Exec-managerial, Husband, White, Male,No gains,No losses,42,US,>50K
55, Private,78901, Some-college,10,Single, Craft-repair, Not-in-family, White, Male,No gains,No losses,55,US,>50K
37, State-gov,145678, Assoc-acdm,12,Couple, Adm-clerical, Wife, White, Female,No gains,No losses,38,US,<=50K
41, Private,223344, Masters,14,Couple, Prof-specialty, Husband, White, Male,No gains,No losses,48,US,>50K
19, Private,99765, HS-grad,9,Single, Other-service, Own-child, White, Female,No gains,No losses,20,US,<=50K
35, Private,120000, HS-grad,9,Couple, Craft-repair, Husband, White, Male,No gains,No losses,40,US,<=50K
28, Private,250000, Bachelors,13,Single, Prof-specialty, Not-in-family, White, Female,No gains,No losses,50,US,>50K
32, State-gov,180000, Some-college,10,Couple, Adm-clerical, Wife, White, Female,No gains,No losses,35,US,<=50K
45, Self-emp-inc,90000, Prof-school,15,Couple, Exec-managerial, Husband, Black, Male,Had gains,No losses,55,US,>50K
19, Private,320000, 11th,11,Single, Other-service, Own-child, White, Male,No gains,No losses,20,US,<=50K
30, Private,145000, Assoc-acdm,12,Single, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,No gains,No losses,40,Non-US,<=50K
38, Private,220000, Masters,14,Couple, Sales, Wife, White, Female,No gains,Had losses,45,US,>50K
52, Local-gov,78000, 7th-8th,7,Couple, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,No gains,No losses,30,US,<=50K
42, Private,310000, Bachelors,13,Single, Exec-managerial, Not-in-family, White, Male,No gains,No losses,60,US,>50K
25, Private,165000, HS-grad,9,Single, Adm-clerical, Not-in-family, Black, Female,No gains,No losses,38,US,<=50K
48, Self-emp-not-inc,197000, Some-college,10,Couple, Craft-repair, Husband, White, Male,Had gains,No losses,50,US,>50K
17, Private,135000, 9th,9,Single, Handlers-cleaners, Own-child, White, Female,No gains,No losses,15,US,<=50K
55, Private,280000, Prof-school,15,Couple, Prof-specialty, Husband, White, Male,No gains,No losses,40,Non-US,>50K
33, Local-gov,105000, Assoc-voc,11,Single, Transport-moving, Unmarried, White, Male,No gains,Had losses,42,US,<=50K
40, Private,240000, Bachelors,13,Couple, Exec-managerial, Wife, White, Female,No gains,No losses,50,US,>50K
22, Private,65000, Some-college,10,Single, Other-service, Not-in-family, Black, Female,No gains,No losses,25,US,<=50K
50, Federal-gov,175000, Masters,14,Couple, Prof-specialty, Husband, Asian-Pac-Islander, Male,Had gains,No losses,48,US,>50K
60, State-gov,130000, HS-grad,9,Couple, Handlers-cleaners, Husband, White, Male,No gains,No losses,35,US,<=50K
34, Private,123456, Some-college,10,Single, Sales, Not-in-family, White, Male,No gains,No losses,38,US,<=50K
42, Private,234567, Bachelors,13,Couple, Exec-managerial, Husband, White, Male,No gains,No losses,50,US,>50K
52, State-gov,345678, HS-grad,9,Single, Adm-clerical, Unmarried, Black, Female,No gains,No losses,40,US,<=50K
38, Private,456789, Prof-school,15,Couple, Prof-specialty, Wife, White, Female,Had gains,No losses,55,US,>50K
18, Private,567890, 9th,5,Single, Other-service, Own-child, White, Male,No gains,No losses,16,US,<=50K
29, Private,678901, Assoc-acdm,12,Single, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,No gains,No losses,45,Non-US,<=50K
48, Self-emp-inc,789012, Masters,14,Couple, Exec-managerial, Husband, White, Male,No gains,Had losses,60,US,>50K
35, Private,890123, Some-college,10,Couple, Craft-repair, Wife, White, Female,No gains,No losses,40,US,<=50K
27, Local-gov,901234, Bachelors,13,Single, Prof-specialty, Not-in-family, Black, Female,No gains,No losses,35,US,<=50K
55, Private,112233, HS-grad,9,Couple, Transport-moving, Husband, White, Male,No gains,No losses,48,US,>50K
33, Private,223344, Prof-school,15,Single, Prof-specialty, Unmarried, White, Male,Had gains,No losses,50,US,>50K
17, Private,334455, 7th-8th,4,Single, Handlers-cleaners, Own-child, White, Female,No gains,No losses,20,US,<=50K
41, Private,445566, Assoc-voc,11,Couple, Adm-clerical, Wife, White, Female,No gains,No losses,38,US,<=50K
39, Self-emp-not-inc,556677, Bachelors,13,Couple, Sales, Husband, Asian-Pac-Islander, Male,No gains,Had losses,45,Non-US,>50K
25, Private,667788, Some-college,10,Single, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,No gains,No losses,40,US,<=50K
50, Federal-gov,778899, Masters,14,Couple, Exec-managerial, Husband, White, Male,No gains,No losses,40,US,>50K
22, Private,889900, 11th,7,Single, Machine-op-inspct, Unmarried, Black, Male,No gains,No losses,35,US,<=50K
46, Self-emp-not-inc,990011, HS-grad,9,Couple, Craft-repair, Wife, White, Female,No gains,No losses,30,US,<=50K
44, Private,100200, Bachelors,13,Couple, Sales, Husband, White, Male,Had gains,No losses,55,US,>50K
20, Private,200300, Some-college,10,Single, Handlers-cleaners, Own-child, White, Male,No gains,Had losses,40,US,<=50K
35, Private,123456, HS-grad,9,Couple, Craft-repair, Husband, White, Male,No gains,No losses,40,US,<=50K
30, Private,234567, Bachelors,13,Couple, Exec-managerial, Wife, White, Female,No gains,No losses,45,US,>50K
50, Self-emp-inc,345678, Some-college,10,Couple, Exec-managerial, Husband, Black, Male,Had gains,No losses,50,US,>50K
25, Private,456789, Assoc-acdm,12,Single, Adm-clerical, Not-in-family, White, Female,No gains,No losses,35,US,<=50K
45, State-gov,567890, Prof-school,15,Couple, Prof-specialty, Husband, Asian-Pac-Islander, Male,No gains,No losses,60,Non-US,>50K
35, Private,678901, Masters,14,Single, Prof-specialty, Unmarried, White, Male,No gains,No losses,40,US,>50K
55, Private,789012, HS-grad,9,Single, Other-service, Not-in-family, Black, Female,No gains,No losses,20,US,<=50K
19, Private,890123, 11th,7,Single, Handlers-cleaners, Own-child, White, Male,No gains,No losses,30,US,<=50K
28, Private,901234, 9th,5,Single, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,No gains,No losses,40,US,<=50K
42, Private,112233, Some-college,10,Couple, Craft-repair, Husband, White, Male,Had gains,No losses,55,US,>50K
38, Federal-gov,223344, Bachelors,13,Couple, Exec-managerial, Wife, White, Female,No gains,No losses,40,US,>50K
32, Private,334455, Assoc-voc,11,Single, Sales, Not-in-family, Black, Male,No gains,No losses,45,US,<=50K
60, Self-emp-not-inc,445566, HS-grad,9,Couple, Farming-fishing, Husband, White, Male,No gains,Had losses,50,US,<=50K
29, Private,556677, Masters,14,Single, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,No gains,No losses,40,Non-US,>50K
23, Private,667788, Some-college,10,Single, Machine-op-inspct, Unmarried, White, Male,No gains,No losses,35,US,<=50K
48, Private,778899, Bachelors,13,Couple, Exec-managerial, Husband, Black, Male,No gains,No losses,45,US,>50K
36, Private,889900, Some-college,10,Couple, Adm-clerical, Wife, White, Female,Had gains,No losses,40,US,>50K
52, Private,990011, 7th-8th,4,Couple, Transport-moving, Husband, Other, Male,No gains,No losses,40,US,<=50K
55, Self-emp-inc,100100, Prof-school,15,Couple, Prof-specialty, Husband, White, Male,No gains,Had losses,60,US,>50K
18, Private,200200, HS-grad,9,Single, Other-service, Own-child, White, Female,No gains,No losses,20,US,<=50K
34, Private,112233, HS-grad,9,Couple, Craft-repair, Husband, White, Male,No gains,No losses,40,US,<=50K
28, Private,445566, Bachelors,13,Single, Sales, Not-in-family, White, Female,No gains,No losses,50,US,<=50K
45, Private,778899, Some-college,10,Single, Adm-clerical, Unmarried, Black, Female,No gains,No losses,30,US,<=50K
50, Self-emp-inc,990011, Prof-school,15,Couple, Prof-specialty, Husband, White, Male,Had gains,No losses,60,US,>50K
32, Private,223344, Assoc-acdm,12,Couple, Exec-managerial, Wife, White, Female,No gains,No losses,45,US,>50K
19, Private,556677, HS-grad,9,Single, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,No gains,No losses,20,US,<=50K
30, State-gov,889900, Masters,14,Single, Prof-specialty, Not-in-family, White, Male,No gains,No losses,40,US,<=50K
55, Private,112244, Some-college,10,Couple, Farming-fishing, Husband, White, Male,No gains,No losses,50,US,<=50K
25, Private,335577, 9th,5,Single, Machine-op-inspct, Not-in-family, Black, Male,No gains,No losses,40,US,<=50K
62, Private,668800, Assoc-voc,11,Single, Exec-managerial, Unmarried, White, Female,No gains,Had losses,40,Non-US,<=50K
38, Private,991122, Bachelors,13,Couple, Sales, Husband, Asian-Pac-Islander, Male,No gains,No losses,55,US,>50K
48, Self-emp-not-inc,224466, HS-grad,9,Couple, Adm-clerical, Wife, White, Female,No gains,No losses,35,US,<=50K
44, Private,557799, Some-college,10,Couple, Transport-moving, Husband, White, Male,Had gains,No losses,50,US,>50K
70, Private,880011, 7th-8th,4,Single, Other-service, Other-relative, White, Female,No gains,No losses,20,US,<=50K
36, Private,113355, Prof-school,15,Single, Prof-specialty, Unmarried, Black, Male,No gains,No losses,60,US,>50K
29, Local-gov,446688, Bachelors,13,Single, Prof-specialty, Not-in-family, White, Female,No gains,No losses,45,US,<=50K
47, Private,779900, Assoc-acdm,12,Couple, Machine-op-inspct, Husband, White, Male,No gains,Had losses,40,US,<=50K
18, Private,112211, 11th,7,Single, Handlers-cleaners, Own-child, White, Male,No gains,No losses,15,US,<=50K
41, Private,334455, Masters,14,Couple, Exec-managerial, Wife, White, Female,No gains,No losses,50,US,>50K
33, Private,667788, Some-college,10,Single, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,No gains,No losses,38,US,<=50K
35, Private,120456, HS-grad,9,Couple, Craft-repair, Husband, White, Male,No gains,No losses,50,US,>50K
28, Private,198732, Some-college,10,Single, Sales, Not-in-family, White, Female,No gains,No losses,40,US,<=50K
32, State-gov,54321, Bachelors,13,Couple, Prof-specialty, Wife, Black, Female,No gains,No losses,35,US,>50K
45, Self-emp-not-inc,305698, HS-grad,9,Couple, Exec-managerial, Husband, White, Male,Had gains,Had losses,60,US,>50K
50, Private,87654, Some-college,10,Single, Machine-op-inspct, Unmarried, White, Male,No gains,No losses,45,US,<=50K
22, Private,221345, 9th,9,Single, Other-service, Own-child, White, Male,No gains,No losses,20,Non-US,<=50K
40, Private,156789, Assoc-acdm,12,Couple, Adm-clerical, Wife, White, Female,No gains,No losses,38,US,<=50K
55, Local-gov,98765, 7th-8th,7,Single, Farming-fishing, Not-in-family, White, Male,No gains,No losses,55,US,<=50K
48, Private,345678, Prof-school,15,Couple, Prof-specialty, Husband, White, Female,Had gains,Had losses,50,US,>50K
30, Private,123456, Masters,14,Single, Sales, Not-in-family, Asian-Pac-Islander, Male,No gains,No losses,42,US,>50K
38, Self-emp-inc,234567, HS-grad,9,Couple, Exec-managerial, Husband, White, Male,No gains,No losses,48,US,>50K
27, Private,111111, Some-college,10,Single, Transport-moving, Unmarried, White, Female,No gains,No losses,30,US,<=50K
35, Private,150000, HS-grad,9,Couple, Craft-repair, Husband, White, Male,No gains,No losses,40,US,<=50K
28, Private,200000, Some-college,10,Single, Adm-clerical, Not-in-family, White, Female,No gains,No losses,35,US,<=50K
45, Self-emp-inc,50000, Bachelors,13,Couple, Exec-managerial, Husband, Black, Male,No gains,No losses,50,US,>50K
55, Private,300000, Prof-school,15,Couple, Prof-specialty, Husband, White, Male,Had gains,No losses,60,US,>50K
33, State-gov,80000, Assoc-acdm,12,Single, Prof-specialty, Unmarried, White, Female,No gains,No losses,40,US,<=50K
42, Private,120000, Masters,14,Couple, Exec-managerial, Husband, Asian-Pac-Islander, Male,No gains,No losses,45,US,>50K
19, Private,250000, 9th,5,Single, Other-service, Own-child, White, Female,No gains,No losses,20,Non-US,<=50K
29, Private,60000, HS-grad,9,Single, Adm-clerical, Not-in-family, Black, Female,No gains,Had losses,40,US,<=50K
38, Local-gov,140000, Some-college,10,Single, Machine-op-inspct, Unmarried, White, Male,No gains,No losses,40,US,<=50K
36, Self-emp-not-inc,90000, Assoc-voc,11,Couple, Craft-repair, Husband, White, Male,No gains,No losses,45,US,>50K
31, Private,180000, Bachelors,13,Couple, Prof-specialty, Wife, White, Female,No gains,No losses,35,US,<=50K
50, Private,220000, HS-grad,9,Couple, Transport-moving, Husband, White, Male,Had gains,No losses,55,US,>50K
35, Private,150000, HS-grad,9,Couple, Craft-repair, Husband, White, Male,No gains,No losses,45,US,<=50K
28, Private,200000, Some-college,10,Single, Adm-clerical, Not-in-family, White, Female,No gains,No losses,40,US,<=50K
40, Private,120000, Bachelors,13,Couple, Prof-specialty, Husband, White, Male,No gains,No losses,50,US,>50K
35, Private,50000, HS-grad,9,Couple, Craft-repair, Husband, White, Male,No gains,No losses,40,US,<=50K
28, Private,120000, Some-college,10,Single, Adm-clerical, Not-in-family, Black, Female,No gains,No losses,35,US,<=50K
32, Private,250000, Bachelors,13,Couple, Prof-specialty, Wife, White, Female,No gains,No losses,45,US,>50K
50, Self-emp-inc,180000, Prof-school,15,Couple, Exec-managerial, Husband, Asian-Pac-Islander, Male,Had gains,No losses,60,US,>50K
22, Private,90000, HS-grad,9,Single, Machine-op-inspct, Unmarried, White, Male,No gains,No losses,40,US,<=50K
44, State-gov,300000, Assoc-acdm,12,Single, Sales, Not-in-family, White, Female,No gains,Had losses,50,US,>50K
18, Private,75000, 11th,11,Single, Other-service, Own-child, White, Female,No gains,No losses,20,US,<=50K
48, Private,200000, Masters,14,Couple, Prof-specialty, Husband, Black, Male,No gains,No losses,55,US,>50K
38, Private,140000, HS-grad,9,Couple, Adm-clerical, Wife, White, Female,No gains,No losses,35,US,<=50K
55, Self-emp-not-inc,400000, Assoc-voc,11,Single, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,Had gains,No losses,40,US,>50K
25, Private,60000, 9th,9,Single, Handlers-cleaners, Not-in-family, White, Male,No gains,No losses,38,US,<=50K
42, Private,220000, Some-college,10,Couple, Craft-repair, Husband, White, Male,No gains,No losses,48,US,>50K
21, Private,170000, Bachelors,13,Single, Sales, Own-child, White, Female,No gains,No losses,30,US,<=50K
45, Federal-gov,310000, Prof-school,15,Couple, Prof-specialty, Wife, Asian-Pac-Islander, Female,Had gains,No losses,50,Non-US,>50K
60, Private,85000, 7th-8th,7,Single, Farming-fishing, Other-relative, Black, Male,No gains,No losses,40,US,<=50K
36, Private,150000, HS-grad,9,Couple, Machine-op-inspct, Husband, White, Male,No gains,No losses,42,US,<=50K
29, Private,280000, Some-college,10,Single, Exec-managerial, Not-in-family, White, Female,No gains,No losses,50,US,>50K
19, Private,50000, 11th,11,Single, Other-service, Unmarried, White, Female,No gains,No losses,25,US,<=50K
52, Private,350000, Bachelors,13,Couple, Exec-managerial, Husband, White, Male,Had gains,Had losses,60,US,>50K
33, Local-gov,100000, Assoc-acdm,12,Couple, Adm-clerical, Wife, Black, Female,No gains,No losses,40,US,<=50K
28, Private,112345, HS-grad,9,Single, Sales, Not-in-family, White, Male,No gains,No losses,40,US,<=50K
35, Private,223456, Some-college,10,Couple, Craft-repair, Husband, White, Male,No gains,No losses,45,US,<=50K
32, Private,334567, Bachelors,13,Couple, Exec-managerial, Wife, White, Female,Had gains,No losses,50,US,>50K
41, State-gov,445678, Assoc-acdm,12,Single, Adm-clerical, Unmarried, Black, Female,No gains,No losses,38,US,<=50K
44, Self-emp-not-inc,556789, Prof-school,15,Couple, Prof-specialty, Husband, Asian-Pac-Islander, Male,No gains,No losses,55,Non-US,>50K
19, Private,667890, 11th,7,Single, Other-service, Own-child, White, Male,No gains,No losses,20,US,<=50K
30, Private,778901, Masters,14,Single, Prof-specialty, Not-in-family, White, Female,No gains,No losses,42,US,>50K
39, Private,889012, 9th,5,Couple, Machine-op-inspct, Husband, White, Male,No gains,No losses,48,US,<=50K
47, Private,990123, Some-college,10,Single, Transport-moving, Unmarried, Black, Male,Had gains,No losses,40,US,>50K
52, Private,101234, HS-grad,9,Couple, Adm-clerical, Wife, White, Female,No gains,Had losses,35,US,<=50K
25, Local-gov,112345, Assoc-voc,11,Single, Prof-specialty, Not-in-family, White, Female,No gains,No losses,36,US,<=50K
38, Private,123456, Bachelors,13,Couple, Sales, Husband, White, Male,No gains,No losses,60,US,>50K
17, Private,134567, 7th-8th,4,Single, Handlers-cleaners, Own-child, White, Female,No gains,No losses,20,US,<=50K
40, Private,145678, Prof-school,15,Couple, Exec-managerial, Wife, Asian-Pac-Islander, Female,No gains,No losses,45,US,>50K
33, Federal-gov,156789, Some-college,10,Single, Adm-clerical, Unmarried, Black, Male,No gains,No losses,40,US,<=50K
55, Self-emp-inc,167890, HS-grad,9,Couple, Craft-repair, Husband, White, Male,Had gains,Had losses,50,US,>50K
22, Private,178901, 10th,6,Single, Other-service, Not-in-family, White, Female,No gains,No losses,25,US,<=50K
48, Private,189012, Bachelors,13,Couple, Exec-managerial, Husband, White, Male,No gains,No losses,55,US,>50K
29, Local-gov,190123, Assoc-acdm,12,Single, Machine-op-inspct, Unmarried, White, Female,No gains,No losses,42,US,<=50K
16, Private,201234, 9th,5,Single, Farming-fishing, Own-child, Black, Male,No gains,No losses,15,US,<=50K
30, Private,37215, Bachelors,13,Single, Prof-specialty, Not-in-family, White, Male,No gains,No losses,40,US,<=50K
45, Private,158685, Some-college,10,Couple, Craft-repair, Husband, White, Female,No gains,No losses,50,US,>50K
25, Private,45857, Assoc-acdm,12,Single, Adm-clerical, Unmarried, White, Female,No gains,No losses,35,US,<=50K
55, Private,194590, Prof-school,15,Couple, Exec-managerial, Wife, Black, Female,No gains,No losses,48,US,>50K
22, Private,83756, HS-grad,9,Single, Sales, Own-child, White, Male,No gains,No losses,20,US,<=50K
33, State-gov,31449, Assoc-voc,11,Single, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,No gains,No losses,40,US,<=50K
29, Private,308709, Bachelors,13,Single, Sales, Unmarried, White, Female,No gains,No losses,55,US,<=50K
40, Private,252257, Some-college,10,Couple, Exec-managerial, Husband, White, Female,No gains,No losses,50,US,>50K
62, State-gov,199198, Assoc-acdm,12,Single, Exec-managerial, Unmarried, Black, Female,No gains,No losses,40,US,<=50K
34, Private,169583, Prof-school,15,Couple, Prof-specialty, Wife, White, Female,No gains,No losses,45,US,>50K
49, Self-emp-not-inc,328216, HS-grad,9,Couple, Craft-repair, Husband, White, Male,No gains,No losses,52,US,>50K
38, Private,219266, Some-college,10,Single, Sales, Not-in-family, White, Male,Had gains,No losses,48,US,>50K
46, Private,162187, Bachelors,13,Couple, Exec-managerial, Husband, White, Male,No gains,No losses,60,US,>50K
28, Private,158685, Assoc-voc,11,Couple, Adm-clerical, Wife, White, Female,No gains,Had losses,38,US,<=50K
51, Self-emp-inc,53197, Some-college,10,Single, Transport-moving, Unmarried, White, Male,No gains,No losses,40,US,>50K
59, Private,354037, Prof-school,15,Couple, Prof-specialty, Husband, Black, Male,Had gains,No losses,50,US,>50K
27, Private,103651, HS-grad,9,Single, Farming-fishing, Own-child, White, Male,No gains,No losses,30,US,<=50K
41, Private,38312, Bachelors,13,Couple, Craft-repair, Husband, White, Male,No gains,No losses,55,US,>50K
32, Private,102343, Some-college,10,Single, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,No gains,No losses,44,Non-US,<=50K
37, State-gov,37215, Prof-school,15,Single, Exec-managerial, Unmarried, White, Male,No gains,Had losses,70,US,>50K
35, Private,100000, HS-grad,9,Couple, Craft-repair, Husband, White, Male,No gains,No losses,40,US,<=50K
32, Private,150000, Bachelors,13,Couple, Prof-specialty, Wife, White, Female,No gains,No losses,45,US,>50K
45, Self-emp-inc,200000, Some-college,10,Couple, Exec-managerial, Husband, White, Male,Had gains,No losses,50,US,>50K
28, Local-gov,250000, Assoc-acdm,12,Single, Adm-clerical, Not-in-family, Black, Female,No gains,No losses,35,US,<=50K
25, Private,300000, HS-grad,9,Single, Machine-op-inspct, Unmarried, White, Male,No gains,No losses,40,US,<=50K
50, Private,350000, Prof-school,15,Couple, Prof-specialty, Husband, White, Male,No gains,No losses,60,US,>50K
42, State-gov,400000, Masters,14,Couple, Exec-managerial, Husband, Asian-Pac-Islander, Male,Had gains,No losses,55,Non-US,>50K
22, Private,80000, Some-college,10,Single, Sales, Own-child, White, Female,No gains,No losses,20,US,<=50K
30, Private,120000, Assoc-voc,11,Single, Craft-repair, Not-in-family, White, Male,No gains,Had losses,40,US,<=50K
38, Private,180000, HS-grad,9,Couple, Adm-clerical, Wife, White, Female,No gains,No losses,38,US,<=50K
41, Self-emp-not-inc,220000, Bachelors,13,Couple, Sales, Husband, White, Male,No gains,No losses,48,US,>50K
36, Private,270000, Some-college,10,Single, Transport-moving, Unmarried, Black, Male,No gains,No losses,40,US,<=50K
33, Local-gov,310000, Assoc-acdm,12,Single, Prof-specialty, Not-in-family, White, Female,No gains,No losses,42,US,<=50K
52, Private,360000, HS-grad,9,Couple, Craft-repair, Husband, White, Male,No gains,No losses,50,US,<=50K
55, Private,420000, Prof-school,15,Couple, Exec-managerial, Husband, White, Male,Had gains,No losses,60,US,>50K
24, Private,90000, Bachelors,13,Single, Prof-specialty, Own-child, White, Female,No gains,No losses,30,US,<=50K
39, Private,130000, Masters,14,Couple, Exec-managerial, Husband, White, Male,No gains,No losses,45,US,>50K
48, Private,170000, HS-grad,9,Single, Other-service, Not-in-family, White, Female,No gains,Had losses,35,US,<=50K
44, Federal-gov,210000, Some-college,10,Couple, Machine-op-inspct, Husband, White, Male,No gains,No losses,40,US,<=50K
47, Private,260000, Bachelors,13,Couple, Prof-specialty, Husband, Asian-Pac-Islander, Male,No gains,No losses,50,US,>50K
35, Private,123456, HS-grad,9,Couple, Craft-repair, Husband, White, Male, No gains, No losses,40,US,<=50K
28, Private,234567, Some-college,10,Single, Adm-clerical, Not-in-family, Black, Female, No gains, No losses,35,US,<=50K
32, Private,345678, Bachelors,13,Couple, Prof-specialty, Wife, White, Female, No gains, No losses,45,US,>50K
19, Private,456789, 9th,5,Single, Handlers-cleaners, Own-child, White, Male, No gains, No losses,20,US,<=50K
45, Self-emp-inc,567890, Prof-school,15,Couple, Exec-managerial, Husband, Asian-Pac-Islander, Male, Had gains, No losses,60,Non-US,>50K
25, State-gov,678901, Assoc-acdm,12,Single, Machine-op-inspct, Unmarried, White, Female, No gains, No losses,40,US,<=50K
50, Federal-gov,789012, Masters,14,Couple, Prof-specialty, Husband, White, Male, No gains, Had losses,50,US,>50K
22, Private,890123, 7th-8th,4,Single, Transport-moving, Not-in-family, White, Male, No gains, No losses,30,US,<=50K
40, Private,901234, HS-grad,9,Single, Other-service, Unmarried, White, Female, No gains, No losses,40,US,<=50K
38, Self-emp-not-inc,111111, Some-college,10,Couple, Sales, Husband, White, Male, No gains, No losses,48,US,>50K
30, Private,222222, Bachelors,13,Single, Exec-managerial, Not-in-family, Black, Female, No gains, No losses,50,US,>50K
17, Private,333333, 11th,7,Single, Farming-fishing, Own-child, White, Female, No gains, Had losses,15,US,<=50K
55, Private,444444, Assoc-voc,11,Couple, Craft-repair, Husband, White, Male, Had gains, No losses,40,US,>50K
48, Private,555555, HS-grad,9,Couple, Adm-clerical, Wife, White, Female, No gains, No losses,38,US,<=50K
42, State-gov,666666, Prof-school,15,Single, Prof-specialty, Unmarried, White, Male, No gains, No losses,55,US,>50K
33, Private,777777, Some-college,10,Single, Sales, Not-in-family, Asian-Pac-Islander, Male, No gains, No losses,40,US,<=50K
52, Self-emp-inc,888888, Bachelors,13,Couple, Exec-managerial, Husband, Black, Male, Had gains, No losses,70,US,>50K
35, Private,112233, HS-grad,9,Couple, Craft-repair, Husband, White, Male,No gains,No losses,40,US,<=50K
30, Private,223344, Assoc-acdm,12,Couple, Adm-clerical, Wife, White, Female,No gains,No losses,38,US,<=50K
